Phenotype,Method,h2model,clumpprune,numberofpca,n_folds,mean_h2,std_h2,median_h2,min_h2,max_h2,CV,fold_SE,CI_lower_fold,CI_upper_fold,SNR_fold,significant_fold,tool_SE_mean,tool_SE_std,tool_SE_min,tool_SE_max,n_folds_with_tool_SE,CI_lower_tool,CI_upper_tool,SNR_tool,significant_tool,mean_variants
gastro_oesophageal_reflux_gord_gastric_reflux,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_ref_ld_chr,no,-,5,-0.0055,0.0,-0.0055,-0.0055,-0.0055,0.0,0.0,-0.0055,-0.0055,,No,0.005,0.0,0.005,0.005,5,-0.0153,0.0043,-1.1,No,28823.0
gastro_oesophageal_reflux_gord_gastric_reflux,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_w_ld_chr,no,-,5,-0.0055,0.0,-0.0055,-0.0055,-0.0055,0.0,0.0,-0.0055,-0.0055,,No,0.005,0.0,0.005,0.005,5,-0.0153,0.0043,-1.1,No,28823.0
gastro_oesophageal_reflux_gord_gastric_reflux,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_ref_ld_chr,no,-,5,-0.0055,0.0,-0.0055,-0.0055,-0.0055,0.0,0.0,-0.0055,-0.0055,,No,0.005,0.0,0.005,0.005,5,-0.0153,0.0043,-1.1,No,28823.0
gastro_oesophageal_reflux_gord_gastric_reflux,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_w_ld_chr,no,-,5,-0.0055,0.0,-0.0055,-0.0055,-0.0055,0.0,0.0,-0.0055,-0.0055,,No,0.005,0.0,0.005,0.005,5,-0.0153,0.0043,-1.1,No,28823.0
gastro_oesophageal_reflux_gord_gastric_reflux,LDpred-2-Heritability,LDpred-2_full,no,6,5,0.0121,0.0001,0.0122,0.012,0.0122,0.009,0.0,0.012,0.0122,249.3503,Yes,,,,,0,,,,NA,86545.0
gastro_oesophageal_reflux_gord_gastric_reflux,LDpred-2-Heritability,LDpred-2_full,yes,6,5,0.0626,0.0122,0.0564,0.0503,0.0762,0.1957,0.0055,0.0518,0.0733,11.4249,Yes,,,,,0,,,,NA,28778.8
gastro_oesophageal_reflux_gord_gastric_reflux,LDpred-2-Heritability,LDpred-2_hapmap,no,6,5,0.0079,0.0001,0.0079,0.0077,0.008,0.0144,0.0001,0.0078,0.008,155.4462,Yes,,,,,0,,,,NA,40322.0
gastro_oesophageal_reflux_gord_gastric_reflux,LDpred-2-Heritability,LDpred-2_hapmap,yes,6,5,0.034,0.0093,0.0339,0.0236,0.0475,0.2743,0.0042,0.0258,0.0422,8.1532,Yes,,,,,0,,,,NA,13473.8
high_cholesterol,GCTA-Heritability,GCTA_genotype,no,6,5,0.3084,0.4342,0.0,0.0,0.9138,1.4079,0.1942,-0.0722,0.6889,1.5882,No,0.8181,0.0337,0.7796,0.8608,5,-1.2952,1.9119,0.3769,No,619653.0
high_cholesterol,GCTA-Heritability,GCTA_genotype,yes,6,5,0.6001,0.4235,0.6,0.0015,1.0,0.7058,0.1894,0.2288,0.9713,3.1679,Yes,0.9016,0.0209,0.8757,0.9249,5,-1.1671,2.3672,0.6655,No,181748.6
high_cholesterol,GCTA-Heritability,GCTA_genotype_covariate,no,6,5,0.0586,0.131,0.0,0.0,0.2929,2.236,0.0586,-0.0562,0.1734,1.0,No,1.0545,0.0322,1.0265,1.108,5,-2.0083,2.1255,0.0556,No,619653.0
high_cholesterol,GCTA-Heritability,GCTA_genotype_covariate,yes,6,5,0.6185,0.5154,0.9811,0.0,1.0,0.8333,0.2305,0.1667,1.0702,2.6835,Yes,1.1299,0.0563,1.0563,1.1918,5,-1.5962,2.8331,0.5473,No,181748.6
high_cholesterol,GCTA-Heritability,GCTA_genotype_covariate_pca,no,6,5,0.0524,0.1173,0.0,0.0,0.2622,2.236,0.0524,-0.0503,0.1552,1.0,No,1.0802,0.0283,1.0554,1.1251,5,-2.0648,2.1697,0.0486,No,619653.0
high_cholesterol,GCTA-Heritability,GCTA_genotype_covariate_pca,yes,6,5,0.579,0.4916,0.7957,0.0,1.0,0.849,0.2198,0.1481,1.0099,2.6338,Yes,1.1657,0.0632,1.0901,1.2343,5,-1.7057,2.8638,0.4967,No,181748.6
high_cholesterol,Gemma1-Heritability,HE regression_centered_genotype,no,6,5,-0.3333,0.2429,-0.3633,-0.6492,0.0228,0.7287,0.1086,-0.5462,-0.1204,-3.0687,No,0.4277,0.0269,0.4018,0.4715,5,-1.1716,0.5049,-0.7793,No,598428.2
high_cholesterol,Gemma1-Heritability,HE regression_centered_genotype,yes,6,5,-0.1421,0.3562,-0.0505,-0.5271,0.2635,2.5071,0.1593,-0.4543,0.1701,-0.8919,No,0.6373,0.0097,0.6255,0.6503,5,-1.3912,1.107,-0.2229,No,175895.8
high_cholesterol,Gemma1-Heritability,HE regression_centered_genotype_covariate,no,6,5,-0.0882,0.1868,-0.1363,-0.2599,0.2323,2.1181,0.0836,-0.252,0.0756,-1.0557,No,0.2364,0.0317,0.2056,0.2813,5,-0.5515,0.375,-0.3732,No,598428.2
high_cholesterol,Gemma1-Heritability,HE regression_centered_genotype_covariate,yes,6,5,0.0971,0.4557,0.0613,-0.4689,0.7133,4.6933,0.2038,-0.3024,0.4966,0.4764,No,0.3124,0.0401,0.2525,0.3562,5,-0.5153,0.7095,0.3108,No,131091.2
high_cholesterol,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,-0.1591,0.2092,-0.2444,-0.2706,0.2143,1.315,0.0935,-0.3424,0.0243,-1.7005,No,0.2236,0.0337,0.1885,0.2789,5,-0.5973,0.2792,-0.7114,No,598428.2
high_cholesterol,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,-0.0834,0.6069,-0.1892,-0.7843,0.8915,7.2779,0.2714,-0.6153,0.4486,-0.3072,No,0.3503,0.0845,0.2679,0.4931,5,-0.77,0.6032,-0.238,No,175895.8
high_cholesterol,Gemma1-Heritability,HE regression_standardized_genotype,no,6,5,0.1522,0.4631,0.1063,-0.3024,0.8244,3.043,0.2071,-0.2537,0.5581,0.7348,No,0.6687,0.037,0.6306,0.7273,5,-1.1585,1.4629,0.2276,No,598428.2
high_cholesterol,Gemma1-Heritability,HE regression_standardized_genotype,yes,6,5,0.6988,0.384,0.6575,0.1404,1.1696,0.5495,0.1717,0.3622,1.0354,4.0696,Yes,0.8725,0.0214,0.8516,0.9033,5,-1.0113,2.4089,0.8009,No,175895.8
high_cholesterol,Gemma1-Heritability,HE regression_standardized_genotype_covariate,no,6,5,-0.1649,0.1823,-0.1185,-0.3928,0.0798,1.1054,0.0815,-0.3246,-0.0051,-2.0229,No,0.3493,0.0348,0.3161,0.3995,5,-0.8494,0.5197,-0.4721,No,598428.2
high_cholesterol,Gemma1-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,0.3811,0.7256,0.5171,-0.6635,1.2766,1.9042,0.3245,-0.255,1.0171,1.1743,No,0.5781,0.1239,0.4095,0.741,5,-0.7519,1.5141,0.6592,No,175895.8
high_cholesterol,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,-0.2269,0.2132,-0.2136,-0.5456,0.054,0.9393,0.0953,-0.4138,-0.0401,-2.3806,No,0.337,0.04,0.2986,0.3951,5,-0.8875,0.4336,-0.6734,No,598428.2
high_cholesterol,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,0.2715,0.8043,0.3431,-0.9093,1.2991,2.9623,0.3597,-0.4335,0.9765,0.7548,No,0.5595,0.1549,0.3355,0.7659,5,-0.8252,1.3682,0.4853,No,175895.8
high_cholesterol,Gemma1-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.0087,0.0087,0.006,0.0007,0.023,0.9974,0.0039,0.0011,0.0164,2.2419,Yes,0.5782,0.0265,0.5453,0.6096,5,-1.1245,1.142,0.0151,No,598428.2
high_cholesterol,Gemma1-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.079,0.1036,0.0472,0.0007,0.2508,1.311,0.0463,-0.0118,0.1699,1.7056,No,0.6322,0.0083,0.6218,0.6405,5,-1.16,1.3181,0.125,No,175895.8
high_cholesterol,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.1644,0.2988,0.0357,0.0075,0.6982,1.8174,0.1336,-0.0975,0.4263,1.2304,No,0.7649,0.0263,0.7326,0.8046,5,-1.3349,1.6637,0.2149,No,598428.2
high_cholesterol,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.2282,0.3868,0.0738,0.0009,0.9163,1.6951,0.173,-0.1109,0.5673,1.3191,No,0.8233,0.0189,0.7957,0.8428,5,-1.3855,1.8419,0.2772,No,175895.8
high_cholesterol,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.1424,0.2951,0.0103,0.0071,0.6703,2.0729,0.132,-0.1163,0.4011,1.0787,No,0.7921,0.0313,0.7599,0.8442,5,-1.4101,1.6949,0.1797,No,598428.2
high_cholesterol,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.0759,0.1029,0.0241,0.0,0.251,1.3558,0.046,-0.0143,0.166,1.6492,No,0.8526,0.0206,0.8296,0.8715,5,-1.5952,1.7469,0.089,No,175895.8
high_cholesterol,Gemma1-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.5528,0.2947,0.5757,0.1442,0.9116,0.5332,0.1318,0.2945,0.8112,4.194,Yes,0.8341,0.0304,0.805,0.8711,5,-1.082,2.1876,0.6628,No,598428.2
high_cholesterol,Gemma1-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.5265,0.3382,0.6648,0.1548,0.943,0.6424,0.1512,0.23,0.8229,3.481,Yes,0.8976,0.0186,0.8732,0.9188,5,-1.2329,2.2858,0.5865,No,175895.8
high_cholesterol,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.4798,0.4708,0.1918,0.1035,0.9953,0.9812,0.2105,0.0671,0.8925,2.2789,Yes,1.0832,0.0467,1.0282,1.1488,5,-1.6433,2.6029,0.4429,No,598428.2
high_cholesterol,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.4674,0.4083,0.4194,0.0048,0.9076,0.8734,0.1826,0.1096,0.8253,2.5601,Yes,1.1258,0.0529,1.0528,1.1892,5,-1.7392,2.6741,0.4152,No,175895.8
high_cholesterol,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.2335,0.2514,0.128,0.1074,0.6829,1.0765,0.1124,0.0132,0.4539,2.0772,Yes,1.1035,0.0403,1.0603,1.1602,5,-1.9293,2.3963,0.2116,No,598428.2
high_cholesterol,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.3508,0.4062,0.1162,0.0084,0.9114,1.1581,0.1817,-0.0053,0.7068,1.9308,No,1.1626,0.0595,1.0893,1.2318,5,-1.9279,2.6294,0.3017,No,175895.8
high_cholesterol,Gemma2-Heritability,HE regression_genotype,no,6,5,0.0675,0.0007,0.0673,0.0667,0.0684,0.0102,0.0003,0.0669,0.0681,220.0049,Yes,0.0066,0.0001,0.0065,0.0067,5,0.0546,0.0804,10.253,Yes,553320.0
high_cholesterol,Gemma2-Heritability,HE regression_genotype,yes,6,5,0.1252,0.001,0.1251,0.124,0.1267,0.0077,0.0004,0.1244,0.1261,290.3253,Yes,0.0061,0.0002,0.0058,0.0063,5,0.1133,0.1371,20.6078,Yes,175895.8
high_cholesterol,Gemma2-Heritability,HE regression_genotype_covariate,no,6,5,0.0664,0.0005,0.0662,0.0659,0.0673,0.008,0.0002,0.0659,0.0669,278.8752,Yes,0.1508,0.0031,0.1483,0.1559,5,-0.2292,0.362,0.4404,No,553320.0
high_cholesterol,Gemma2-Heritability,HE regression_genotype_covariate,yes,6,5,0.122,0.0009,0.122,0.1209,0.1234,0.0073,0.0004,0.1212,0.1228,305.7979,Yes,0.3894,0.0034,0.3849,0.394,5,-0.6412,0.8852,0.3133,No,175895.8
high_cholesterol,Gemma2-Heritability,HE regression_genotype_covariate_pca,no,6,5,0.0672,0.0005,0.067,0.0668,0.068,0.0067,0.0002,0.0668,0.0676,331.8017,Yes,0.156,0.0025,0.1537,0.1602,5,-0.2385,0.373,0.4309,No,553320.0
high_cholesterol,Gemma2-Heritability,HE regression_genotype_covariate_pca,yes,6,5,0.1243,0.0008,0.1242,0.1233,0.1255,0.0066,0.0004,0.1236,0.125,341.1815,Yes,0.4083,0.0027,0.4058,0.4122,5,-0.676,0.9246,0.3045,No,175895.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_BLD-LDAK_yes,yes,6,5,0.1251,0.0005,0.1252,0.1244,0.1257,0.0039,0.0002,0.1247,0.1256,576.123,Yes,0.0016,0.0,0.0016,0.0016,5,0.122,0.1283,78.1404,Yes,181529.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_GCTA_yes,yes,6,5,0.1251,0.0005,0.1252,0.1244,0.1257,0.0039,0.0002,0.1247,0.1256,576.123,Yes,0.0016,0.0,0.0016,0.0016,5,0.122,0.1283,78.1404,Yes,181529.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_alpha_-0.5_yes,yes,6,5,0.1237,0.0004,0.1238,0.123,0.1242,0.0035,0.0002,0.1233,0.1241,630.4383,Yes,0.0016,0.0,0.0016,0.0016,5,0.1206,0.1268,78.8244,Yes,181529.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_alpha_0.0_yes,yes,6,5,0.1141,0.0004,0.1143,0.1135,0.1146,0.0037,0.0002,0.1138,0.1145,611.7732,Yes,0.0016,0.0,0.0015,0.0016,5,0.1111,0.1172,73.5312,Yes,181529.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_alpha_0.5_yes,yes,6,5,0.1047,0.0004,0.1049,0.104,0.1051,0.0041,0.0002,0.1043,0.1051,544.2711,Yes,0.0015,0.0,0.0015,0.0015,5,0.1017,0.1077,67.9955,Yes,181529.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_alpha_1.0_yes,yes,6,5,0.098,0.0005,0.0981,0.0972,0.0984,0.0047,0.0002,0.0976,0.0984,475.0868,Yes,0.0015,0.0,0.0015,0.0015,5,0.095,0.101,63.7246,Yes,181529.8
high_cholesterol,LDAK-Calculated-Heritability,LDAK_human_yes,yes,6,5,0.1193,0.0004,0.1194,0.1186,0.1198,0.0035,0.0002,0.1189,0.1197,630.3421,Yes,0.0016,0.0,0.0016,0.0016,5,0.1162,0.1223,76.4681,Yes,181529.8
high_cholesterol,LDpred-2-Heritability,LDpred-2_full,no,6,5,0.1386,0.0003,0.1384,0.1383,0.1389,0.0018,0.0001,0.1383,0.1388,1224.9393,Yes,,,,,0,,,,NA,575564.0
high_cholesterol,LDpred-2-Heritability,LDpred-2_full,yes,6,5,0.1471,0.022,0.1544,0.1184,0.1708,0.1494,0.0098,0.1279,0.1664,14.9709,Yes,,,,,0,,,,NA,181528.8
high_cholesterol,LDpred-2-Heritability,LDpred-2_hapmap,yes,6,0,,,,,,,,,,,NA,,,,,0,,,,NA,
hypertension,DPR-Gemma-Heritability,HE regression_centered_genotype,no,6,5,0.433,0.3139,0.5032,0.078,0.8752,0.725,0.1404,0.1578,0.7081,3.0841,Yes,0.5017,0.0503,0.4253,0.5613,5,-0.5504,1.4163,0.863,No,598411.6
hypertension,DPR-Gemma-Heritability,HE regression_centered_genotype,yes,6,5,0.1028,0.251,0.0962,-0.1975,0.4873,2.4415,0.1123,-0.1172,0.3228,0.9159,No,0.3401,0.004,0.3339,0.3449,5,-0.5638,0.7694,0.3023,No,25824.2
hypertension,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate,no,6,5,0.1056,0.204,0.0761,-0.0882,0.4416,1.9328,0.0912,-0.0733,0.2844,1.1569,No,0.2645,0.0463,0.2162,0.3147,5,-0.4129,0.624,0.399,No,598411.6
hypertension,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate,yes,6,5,-0.3558,0.1614,-0.3206,-0.6277,-0.2215,0.4536,0.0722,-0.4972,-0.2143,-4.9298,No,0.1685,0.0079,0.1579,0.1751,5,-0.6861,-0.0255,-2.1113,No,25824.2
hypertension,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,0.1284,0.2116,0.101,-0.044,0.4844,1.6483,0.0946,-0.0571,0.3138,1.3566,No,0.2815,0.0544,0.2324,0.3437,5,-0.4234,0.6801,0.456,No,598411.6
hypertension,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,-0.3506,0.1844,-0.3131,-0.664,-0.2004,0.5259,0.0825,-0.5122,-0.189,-4.2518,No,0.1718,0.0076,0.1629,0.1803,5,-0.6873,-0.0139,-2.0406,No,25824.2
hypertension,DPR-Gemma-Heritability,HE regression_standardized_genotype,no,6,5,0.7979,0.5225,0.8702,0.2036,1.5624,0.6548,0.2337,0.3399,1.2558,3.4148,Yes,0.7363,0.0507,0.6613,0.796,5,-0.6453,2.241,1.0836,No,598411.6
hypertension,DPR-Gemma-Heritability,HE regression_standardized_genotype,yes,6,5,-0.1147,0.2735,-0.1831,-0.4252,0.3025,2.3853,0.1223,-0.3544,0.1251,-0.9374,No,0.3747,0.0035,0.3687,0.3779,5,-0.8491,0.6197,-0.306,No,25824.2
hypertension,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate,no,6,5,0.3498,0.2567,0.4424,-0.0608,0.6088,0.7339,0.1148,0.1248,0.5749,3.0469,Yes,0.4479,0.0727,0.371,0.5435,5,-0.5281,1.2278,0.781,No,598411.6
hypertension,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,-0.3194,0.1456,-0.2707,-0.5411,-0.1895,0.4557,0.0651,-0.447,-0.1918,-4.9064,No,0.1858,0.0107,0.172,0.1972,5,-0.6836,0.0448,-1.7189,No,25824.2
hypertension,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,0.3859,0.2844,0.5011,-0.0742,0.6554,0.737,0.1272,0.1366,0.6352,3.0338,Yes,0.4738,0.0871,0.3784,0.5898,5,-0.5426,1.3145,0.8146,No,598411.6
hypertension,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,-0.3054,0.1708,-0.2509,-0.5609,-0.1393,0.5593,0.0764,-0.4551,-0.1557,-3.9982,No,0.1909,0.009,0.1818,0.2028,5,-0.6795,0.0688,-1.5995,No,25824.2
hypertension,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.539,0.3619,0.6598,0.0624,0.9551,0.6713,0.1618,0.2219,0.8562,3.3309,Yes,0.5898,0.0097,0.5794,0.6054,5,-0.617,1.6951,0.9139,No,598411.6
hypertension,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.1634,0.2243,0.0981,0.0032,0.5537,1.3723,0.1003,-0.0332,0.36,1.6294,No,0.3393,0.006,0.3318,0.347,5,-0.5016,0.8284,0.4817,No,25824.2
hypertension,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.2834,0.3855,0.1556,0.0472,0.967,1.3601,0.1724,-0.0545,0.6214,1.644,No,0.7873,0.0547,0.7239,0.8405,5,-1.2596,1.8265,0.36,No,598411.6
hypertension,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.0013,0.0012,0.0017,0.0001,0.0029,0.8923,0.0005,0.0003,0.0023,2.5058,Yes,0.4567,0.0073,0.4493,0.465,5,-0.8939,0.8965,0.0029,No,25824.2
hypertension,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.3032,0.3915,0.1683,0.0779,0.9978,1.2912,0.1751,-0.0399,0.6463,1.7318,No,0.7926,0.0571,0.7159,0.8481,5,-1.2503,1.8567,0.3825,No,598411.6
hypertension,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.0023,0.002,0.0029,0.0001,0.0047,0.8624,0.0009,0.0006,0.0041,2.5927,Yes,0.4669,0.0065,0.4585,0.4752,5,-0.9127,0.9174,0.005,No,25824.2
hypertension,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.7496,0.2981,0.9306,0.3031,0.9804,0.3976,0.1333,0.4884,1.0109,5.6233,Yes,0.811,0.0144,0.7952,0.8295,5,-0.84,2.3393,0.9243,No,598411.6
hypertension,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.0864,0.1315,0.025,0.0039,0.3185,1.5215,0.0588,-0.0288,0.2016,1.4697,No,0.368,0.0051,0.3634,0.3758,5,-0.6348,0.8076,0.2348,No,25824.2
hypertension,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.852,0.1144,0.9026,0.6748,0.9481,0.1342,0.0511,0.7517,0.9522,16.6594,Yes,1.0696,0.0581,1.0134,1.1505,5,-1.2445,2.9484,0.7965,No,598411.6
hypertension,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.0178,0.0137,0.0187,0.003,0.034,0.7706,0.0061,0.0058,0.0299,2.9018,Yes,0.5027,0.0109,0.488,0.5164,5,-0.9675,1.0032,0.0355,No,25824.2
hypertension,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.9265,0.0618,0.9169,0.8437,0.9924,0.0667,0.0276,0.8724,0.9807,33.5102,Yes,1.083,0.0583,1.0298,1.164,5,-1.1962,3.0493,0.8555,No,598411.6
hypertension,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.0175,0.0151,0.0163,0.0034,0.0414,0.8627,0.0067,0.0043,0.0307,2.5918,Yes,0.5136,0.0092,0.5008,0.5231,5,-0.9892,1.0241,0.034,No,25824.2
hypertension,GCTA-Heritability,GCTA_genotype,no,6,5,0.8052,0.2697,1.0,0.4566,1.0,0.3349,0.1206,0.5689,1.0416,6.6769,Yes,0.8065,0.0191,0.7882,0.8358,5,-0.7755,2.386,0.9984,No,619653.0
hypertension,GCTA-Heritability,GCTA_genotype,yes,6,5,0.0714,0.1596,0.0,0.0,0.357,2.236,0.0714,-0.0685,0.2113,1.0,No,0.3706,0.0047,0.3668,0.3786,5,-0.655,0.7977,0.1927,No,26594.4
hypertension,GCTA-Heritability,GCTA_genotype_covariate,no,6,5,0.7591,0.4335,1.0,0.0,1.0,0.5711,0.1939,0.3791,1.139,3.9156,Yes,1.0621,0.0719,0.9789,1.1562,5,-1.3226,2.8407,0.7147,No,619653.0
hypertension,GCTA-Heritability,GCTA_genotype_covariate,yes,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Yes,0.5071,0.0092,0.4926,0.5164,5,-0.9939,0.9939,0.0,No,26594.4
hypertension,GCTA-Heritability,GCTA_genotype_covariate_pca,no,6,5,0.7618,0.4338,1.0,0.0,1.0,0.5695,0.194,0.3815,1.142,3.9265,Yes,1.0736,0.0718,0.9975,1.1679,5,-1.3426,2.8661,0.7095,No,619653.0
hypertension,GCTA-Heritability,GCTA_genotype_covariate_pca,yes,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Yes,0.5177,0.0087,0.504,0.5259,5,-1.0148,1.0148,0.0,No,26594.4
hypertension,Gemma1-Heritability,HE regression_centered_genotype,no,6,4,0.3224,0.2234,0.3456,0.078,0.5205,0.693,0.1117,0.1035,0.5414,2.8861,Yes,0.4868,0.0435,0.4253,0.5213,4,-0.6317,1.2765,0.6623,No,598354.25
hypertension,Gemma1-Heritability,HE regression_centered_genotype,yes,6,4,0.0067,0.1497,0.0431,-0.1975,0.1381,22.369,0.0749,-0.14,0.1534,0.0894,No,0.3416,0.0024,0.3397,0.3449,4,-0.6629,0.6763,0.0196,No,25817.75
hypertension,Gemma1-Heritability,HE regression_centered_genotype_covariate,no,6,4,0.0215,0.0919,0.0295,-0.0882,0.1154,4.2651,0.0459,-0.0685,0.1116,0.4689,No,0.252,0.0426,0.2162,0.3137,4,-0.4723,0.5154,0.0855,No,598354.25
hypertension,Gemma1-Heritability,HE regression_centered_genotype_covariate,yes,6,4,-0.3819,0.1737,-0.3393,-0.6277,-0.2215,0.4547,0.0868,-0.5521,-0.2118,-4.3987,No,0.167,0.0082,0.1579,0.1751,4,-0.7093,-0.0546,-2.287,No,25817.75
hypertension,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,no,6,4,0.0394,0.083,0.0409,-0.044,0.1197,2.1076,0.0415,-0.0419,0.1207,0.949,No,0.2675,0.0513,0.2324,0.3437,4,-0.485,0.5637,0.1471,No,598354.25
hypertension,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,4,-0.3798,0.199,-0.3274,-0.664,-0.2004,0.524,0.0995,-0.5749,-0.1848,-3.8166,No,0.1697,0.0069,0.1629,0.1786,4,-0.7124,-0.0473,-2.2386,No,25817.75
hypertension,Gemma1-Heritability,HE regression_standardized_genotype,no,6,4,0.6067,0.347,0.6511,0.2036,0.9211,0.5719,0.1735,0.2667,0.9468,3.4969,Yes,0.7214,0.0441,0.6613,0.757,4,-0.8071,2.0206,0.8411,No,598354.25
hypertension,Gemma1-Heritability,HE regression_standardized_genotype,yes,6,4,-0.219,0.165,-0.2124,-0.4252,-0.0258,0.7536,0.0825,-0.3807,-0.0572,-2.6538,No,0.3762,0.0012,0.3752,0.3779,4,-0.9563,0.5184,-0.582,No,25817.75
hypertension,Gemma1-Heritability,HE regression_standardized_genotype_covariate,no,6,4,0.2851,0.2449,0.3639,-0.0608,0.4735,0.8588,0.1224,0.0452,0.5251,2.3288,Yes,0.4344,0.0763,0.371,0.5435,4,-0.5663,1.1365,0.6564,No,598354.25
hypertension,Gemma1-Heritability,HE regression_standardized_genotype_covariate,yes,6,4,-0.3468,0.1525,-0.3283,-0.5411,-0.1895,0.4399,0.0763,-0.4963,-0.1973,-4.5463,No,0.1833,0.0105,0.172,0.1972,4,-0.7061,0.0126,-1.8915,No,25817.75
hypertension,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,4,0.3185,0.2786,0.4086,-0.0742,0.5311,0.8745,0.1393,0.0455,0.5915,2.2869,Yes,0.4588,0.0928,0.3784,0.5898,4,-0.5807,1.2177,0.6943,No,598354.25
hypertension,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,4,-0.3349,0.1819,-0.3196,-0.5609,-0.1393,0.5431,0.0909,-0.5131,-0.1566,-3.6823,No,0.1879,0.007,0.1818,0.198,4,-0.7032,0.0335,-1.7818,No,25817.75
hypertension,Gemma1-Heritability,REML AI algorithm_centered_genotype,no,6,4,0.435,0.3201,0.4686,0.0624,0.7404,0.7359,0.1601,0.1213,0.7488,2.7179,Yes,0.59,0.0112,0.5794,0.6054,4,-0.7214,1.5915,0.7373,No,598354.25
hypertension,Gemma1-Heritability,REML AI algorithm_centered_genotype,yes,6,4,0.0659,0.0602,0.0635,0.0032,0.1333,0.9139,0.0301,0.0069,0.1249,2.1884,Yes,0.3374,0.0048,0.3318,0.3429,4,-0.5953,0.7271,0.1953,No,25817.75
hypertension,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,4,0.1126,0.0592,0.1169,0.0472,0.1693,0.5262,0.0296,0.0545,0.1706,3.8007,Yes,0.7851,0.0629,0.7239,0.8405,4,-1.4262,1.6514,0.1434,No,598354.25
hypertension,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,4,0.0012,0.0013,0.0009,0.0001,0.0029,1.0883,0.0007,-0.0001,0.0025,1.8377,No,0.4553,0.0075,0.4493,0.465,4,-0.8912,0.8936,0.0027,No,25817.75
