,clump_p1,clump_r2,clump_kb,p_window_size,p_slide_size,p_LD_threshold,numberofpca,h2,numberofvariants,h2model,clumpprune,Method,Phenotype,relatedmatrix,data,Unnamed: 0.1,refset,weightset,alphamodelvalue,precomputedfile
585,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.14206568,175895.8,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
586,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03075432,175895.8,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
587,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0833875999999999,175895.8,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
588,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6988152,175895.8,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
589,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.38106544,175895.8,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
590,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.27150944,175895.8,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
591,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.33331296,598428.2,HE regression_centered_genotype,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
592,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0882146,598428.2,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
593,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1590719999999999,598428.2,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
594,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1521886,598428.2,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
595,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.16487562,598428.2,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
596,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.2269405,598428.2,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
597,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0790461152,175895.8,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
598,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2282025817999999,175895.8,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
599,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07586532454,175895.8,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
600,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5264544,175895.8,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
601,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4670369159999999,175895.8,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
602,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.346741962,175895.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
603,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0087299326,598428.2,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
604,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.164398406,598428.2,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
605,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.142367556,598428.2,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
606,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5528282,598428.2,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
607,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4798044,598428.2,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
608,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.233518,598428.2,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,high_cholesterol,0.0,0.0,,,,,
609,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0954292,175690.8,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
610,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.4480229999999999,175690.8,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
611,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.4124431999999999,175690.8,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
612,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1170928,175690.8,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
613,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.9161738,175690.8,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
614,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.795644,175690.8,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
615,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0007398,598439.4,HE regression_centered_genotype,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
616,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.01644474,598439.4,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
617,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03356784,598439.4,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
618,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.28103244,598439.4,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
619,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.05579724,598439.4,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
620,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1878399399999999,598439.4,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
621,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18457864,175690.8,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
622,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0146808402,175690.8,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
623,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0153525466,175690.8,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
624,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.33741758,175690.8,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
625,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3360439999999999,175690.8,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
626,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.23197414,175690.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
627,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.13618822,598439.4,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
628,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0512127999999999,598439.4,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
629,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1050894,598439.4,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
630,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5295522,598439.4,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
631,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3059031,598439.4,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
632,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4869721999999999,598439.4,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
633,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.084999286,27973.2,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
634,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.21417098,27973.2,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
635,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.19457266,27973.2,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
636,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.13059834,27973.2,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
637,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.40739732,27973.2,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
638,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3888442599999999,27973.2,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
639,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7324075999999999,598489.6,HE regression_centered_genotype,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
640,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5913299399999999,598489.6,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
641,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6940824400000001,598489.6,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
642,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6879344,598489.6,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
643,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7885275999999999,598489.6,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
644,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.91247312,598489.6,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
645,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03114978,27973.2,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
646,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2576459,27973.2,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
647,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2488019,27973.2,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
648,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.34248572,27973.2,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
649,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4044956,27973.2,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
650,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5940936,27973.2,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
651,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5585410000000001,598489.6,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
652,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.12822522,598489.6,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
653,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.37386136,598489.6,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
654,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5286088,598489.6,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
655,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.41515174,598489.6,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
656,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5941540200000001,598489.6,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
657,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0976470999999999,27949.8,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
658,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.36543264,27949.8,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
659,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.383915736,27949.8,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
660,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.086636,27949.8,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
661,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.191781416,27949.8,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
662,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.18087522,27949.8,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
663,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6473055999999999,598445.4,HE regression_centered_genotype,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
664,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2706922,598445.4,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
665,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.22921938,598445.4,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
666,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.52849328,598445.4,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
667,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2607415999999999,598445.4,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
668,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2114604,598445.4,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
669,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0818163999999999,27949.8,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
670,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.01656359,27949.8,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
671,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03011321,27949.8,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
672,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.67758288,27949.8,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
673,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.40500721,27949.8,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
674,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.42152044,27949.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
675,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5749068,598445.4,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
676,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2030348699999999,598445.4,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
677,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.169157278,598445.4,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
678,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.54249778,598445.4,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
679,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3261498,598445.4,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
680,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3678392,598445.4,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
681,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5530697800000001,125377.2,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
682,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.820765,169812.2,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
683,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.8157342,169812.2,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
684,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1494787999999999,169812.2,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
685,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1338925999999999,169812.2,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
686,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1389394,169812.2,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
687,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.168331,598475.6,HE regression_centered_genotype,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
688,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.2689472,598475.6,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
689,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.3079148,598475.6,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
690,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1202838599999999,598475.6,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
691,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.09148668,598475.6,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
692,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1288762,598475.6,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
693,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.00898331984,169812.2,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
694,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0041051701746,169812.2,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
695,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.003461199308,169812.2,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
696,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18064982,169812.2,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
697,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.12077422,169812.2,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
698,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1526442,169812.2,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
699,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.039715482,598475.6,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
700,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0765101224,598475.6,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
701,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0568698511999999,598475.6,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
702,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4324816,598475.6,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
703,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.39363328,598475.6,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
704,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3370634,598475.6,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,migraine,0.0,0.0,,,,,
705,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5978568,159177.4,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
706,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4929366,169925.8,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
707,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5469938000000001,169925.8,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
708,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6445412,169925.8,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
709,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3956884,169925.8,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
710,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1055154599999999,169925.8,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
711,1.0,0.1,200.0,200.0,50.0,0.25,6.0,1.3467759999999998,543195.2,HE regression_centered_genotype,no,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
712,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5292998,543195.2,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
713,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9317598,543195.2,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
714,1.0,0.1,200.0,200.0,50.0,0.25,6.0,1.675788,543195.2,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
715,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5916612000000001,543195.2,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
716,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.8702572,543195.2,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
717,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7839807999999999,169925.8,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
718,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7798092,169925.8,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
719,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.58253771,169925.8,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
720,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.8859769999999999,169925.8,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,SampleData1,0.0,0.0,,,,,
